ID,Position,Name,Salary,GameInfo,AvgPointsPerGame
1,G,Craig Anderson,9500,Ott@Cgy 10:00PM ET,6.58
2,G,Marc-Andre Fleury,9300,NYR@Pit 07:00PM ET,5.983
6,G,Brian Elliott,8900,Was@StL 08:00PM ET,5.32
8,G,Carey Price,8700,Phi@Mon 07:00PM ET,5.08
9,G,Pekka Rinne,8600,Wpg@Nsh 07:00PM ET,5.443
11,G,Henrik Lundqvist,8500,NYR@Pit 07:00PM ET,4.831
13,G,Ondrej Pavelec,8400,Wpg@Nsh 07:00PM ET,4.56
14,G,Ben Bishop,8300,NYI@TB 07:00PM ET,4.986
25,G,James Reimer,7800,Tor@Buf 07:00PM ET,5.086
27,G,Semyon Varlamov,7700,Col@NJ 07:00PM ET,4.6
28,G,Antti Niemi,7700,SJ@Cls 07:00PM ET,5.092
30,G,Ray Emery,7300,Phi@Mon 07:00PM ET,4.9
41,G,Michal Neuvirth,6700,Tor@Buf 07:00PM ET,4.375
57,G,Justin Peters,6200,Was@StL 08:00PM ET,2.68
58,G,Karri Ramo,6200,Ott@Cgy 10:00PM ET,3.167
62,G,Chad Johnson,6200,NYI@TB 07:00PM ET,3.6
65,G,Keith Kinkaid,6200,Col@NJ 07:00PM ET,0.5
17,D,Mark Giordano,8100,Ott@Cgy 10:00PM ET,5.111
